store_number,citipy_city,reverse_geocoder_city
79761-98319,Claymont,Claymont
11037-97631,Wekiva Springs,Wekiwa Springs
28608-249873,Altamonte Springs,Altamonte Springs
24857-232566,Forest City,Forest City
8475-31199,Forest City,Forest City
11387-105395,Altamonte Springs,Altamonte Springs
29952-254207,Altamonte Springs,Altamonte Springs
11956-98744,Forest City,Forest City
9907-98589,Lockhart,Forest City
8316-5449,Ojus,Ojus
8275-1577,Aventura,Aventura
8566-79262,Ojus,Ojus
49266-238016,Aventura,Aventura
22364-193144,Doctor Phillips,Celebration
9517-95430,Conway,Conway
8248-696,Hamptons At Boca Raton,Boca Pointe
10354-100248,Hamptons At Boca Raton,Kings Point
8235-1067,Sandalfoot Cove,Boca Del Mar
8588-85183,Boca Raton,Boca Raton
8257-191205,Boca Raton,Boca Raton
11388-105377,Boca Raton,Boca Del Mar
28345-249734,Boca Raton,Boca Raton
11605-102741,Boca Raton,Boca Del Mar
8334-12112,Hamptons At Boca Raton,Boca Del Mar
8307-7052,Boca Raton,Boca Del Mar
8261-1535,Boca Raton,Boca Raton
8262-1068,Kings Point,Kings Point
8354-4092,Boca Raton,Boca Del Mar
75289-44839,Boca Raton,Boca Raton
22555-220044,Bonita Springs,Bonita Springs
76473-97108,Kings Point,Villages Of Oriole
13563-107228,Boynton Beach,Boynton Beach
8805-94142,Boynton Beach,Boynton Beach
17947-179784,Lantana,Seminole Manor
76749-106133,Boynton Beach,Boynton Beach
13236-104290,Bradenton,West Bradenton
11248-103874,Fruitville,Desoto Lakes
19070-191185,Bradenton,Ellenton
13874-109745,Fruitville,The Meadows
11679-105826,Bradenton,Bradenton
3485-91461,South Bradenton,Cortez
26774-244572,South Bradenton,Samoset
8541-186204,South Bradenton,South Bradenton
28248-249766,Brandon,Brandon
14074-114624,Brandon,Brandon
8549-72560,Brandon,Progress Village
76151-93558,Brandon,Brandon
8534-52580,Brandon,Brandon
10355-98749,Brandon,Valrico
8592-221244,Brandon,Brandon
10192-98751,Spring Hill,High Point
13317-103549,Callaway,Callaway
16887-175725,Cape Coral,Cape Coral
11607-242367,Cape Coral,Cape Coral
11783-104279,North Fort Myers,Lochmoor Waterway Estates
29496-248064,Cape Coral,Lochmoor Waterway Estates
21921-207684,Cape Coral,Cape Coral
76810-111305,North Fort Myers,Lochmoor Waterway Estates
75824-102331,Iona,Pine Island Center
76464-97608,Casselberry,Casselberry
9516-95434,Fern Park,Fern Park
10231-97300,Winter Park,Winter Park
11396-105347,Kissimmee,Celebration
76113-79324,Safety Harbor,Safety Harbor
13709-108226,Pinellas Park,South Highpoint
29670-140451,Clearwater,Clearwater
8603-84240,Safety Harbor,Safety Harbor
8447-27969,Safety Harbor,Safety Harbor
18691-181784,Clearwater,Clearwater
8594-87964,Dunedin,Saint George
2924-78341,Safety Harbor,South Highpoint
8379-19581,Clearwater,Clearwater
28447-249941,Dunedin,Saint George
11249-103362,Clermont,Minneola
76103-78187,Clermont,Minneola
13969-109205,Doctor Phillips,Four Corners
24560-224084,Cocoa Beach,Cocoa Beach
75752-95744,Cocoa Beach,Cocoa Beach
13493-105160,Coconut Creek,Coconut Creek
9701-85182,Sandalfoot Cove,Boca Pointe
8254-137084,Coral Gables,Coconut Grove
19877-200964,Coral Gables,Coconut Grove
28233-250056,Coral Gables,Coral Gables
75245-80249,Coral Gables,Coral Gables
8228-993,Coral Gables,Coral Gables
8256-1382,Coral Gables,Coral Gables
19812-107345,Coral Gables,Coral Gables
11784-104774,Coral Gables,Coral Gables
28627-249969,Tamarac,Tamarac
22184-214324,Tamarac,Tamarac
76831-108131,Parkland,Parkland
76905-98112,Coconut Creek,Coconut Creek
17006-169464,Margate,Margate
8281-1647,Coral Springs,Coral Springs
8494-62181,Coral Springs,Coral Springs
14328-112944,Crestview,Crestview
19033-185564,Cutler Ridge,West Perrine
11040-103663,Cutler Ridge,Goulds
76888-122708,Haines City,Loughman
21823-206684,Plantation,Pine Island Ridge
9695-91811,Davie,Davie
76368-97220,Davie,Davie
2964-239093,Davie,Davie
13970-109626,Daytona Beach,Daytona Beach
8443-209184,Daytona Beach,Daytona Beach
76336-89123,Daytona Beach,Daytona Beach
78092-119269,Daytona Beach,Daytona Beach
28075-247866,Port Orange,Port Orange
15488-157144,Deerfield Beach,Hillsboro Beach
8426-38719,Deerfield Beach,Deerfield Beach
21215-181738,Sandalfoot Cove,Boca Pointe
76904-128673,Sandalfoot Cove,Boca Pointe
27185-241709,De Land,De Land Southwest
27030-239809,Kings Point,Villages Of Oriole
13875-106507,Delray Beach,Delray Beach
21822-191184,Delray Beach,Delray Beach
8455-44904,Delray Beach,Delray Beach
8376-23235,Kings Point,Kings Point
8558-75466,Destin,Miramar Beach
76435-95413,Destin,Destin
11250-103920,Destin,Miramar Beach
10550-100278,Miami Springs,Virginia Gardens
2751-87002,Sweetwater,Sweetwater
21315-196345,Sweetwater,Doral
27184-241965,Dunedin,Dunedin
72113-5604,Niceville,Eglin Village
11680-105902,Palmetto,Ellenton
8678-66662,San Carlos Park,Estero
9752-96115,San Carlos Park,Estero
76869-127185,San Carlos Park,Estero
11481-233404,Fernandina Beach,Fernandina Beach
13939-108784,Homestead,Florida City
9642-95733,Fort Lauderdale,Fort Lauderdale
8303-7947,Fort Lauderdale,Fort Lauderdale
72641-32299,Tamarac,Tamarac
22094-209644,Oakland Park,Lauderdale-By-The-Sea
8328-145164,Sunrise,Sunrise
22710-222689,Dania Beach,Dania Beach
8528-70121,Sunrise,Sunrise
22709-222704,Dania Beach,Dania Beach
10679-96815,Fort Lauderdale,Fort Lauderdale
27563-247664,Dania Beach,Dania Beach
8302-11741,Fort Lauderdale,Fort Lauderdale
16973-175144,Oakland Park,Oakland Park
8806-87001,Fort Lauderdale,Fort Lauderdale
22708-222688,Dania Beach,Dania Beach
76106-85289,Plantation,Pine Island Ridge
75449-106095,Davie,Davie
10233-99983,Fort Myers,Fort Myers
75776-93137,San Carlos Park,Gateway
10440-97315,Fort Myers,North Fort Myers
21155-202904,San Carlos Park,Three Oaks
76908-128674,Iona,Harlem Heights
75774-93135,San Carlos Park,Gateway
19296-185805,Villas,Villas
76474-97102,San Carlos Park,Three Oaks
75775-93136,San Carlos Park,Gateway
76913-128675,Fort Myers,Fort Myers
11392-105407,Fort Myers,Pine Manor
11482-104462,Fort Myers,Fort Myers
10152-99906,Cypress Lake,Mcgregor
10443-97030,Villas,Villas
75445-106098,San Carlos Park,Three Oaks
10589-101445,Fort Walton Beach,Fort Walton Beach
9906-96348,Wright,Wright
75594-10318,Sunrise,Sunrise
70323-114971,Sunrise,Sunrise
76449-90933,Villas,Villas
24675-238015,Dania Beach,Dania Beach
25222-239186,Dania Beach,Dania Beach
3895-108129,Oakland Park,Oakland Park
24847-217504,Sunrise,Sunrise
8330-9112,Gainesville,Gainesville
8584-211506,Gainesville,Gainesville
75472-108544,Gainesville,Gainesville
10357-97314,Gainesville,Gainesville
11394-105400,Gainesville,Gainesville
10820-102905,Gainesville,Alachua
75390-101183,Gainesville,Gainesville
75368-102413,Gainesville,Gainesville
28533-249952,Gainesville,Gainesville
8580-82626,Gainesville,Gainesville
15132-145252,Gainesville,Gainesville
23932-186045,Gainesville,Gainesville
8355-16714,Gainesville,Alachua
11611-104685,Palm Springs,Greenacres City
20280-145255,Palm Springs,Greenacres City
19918-202884,Saint Augustine,Saint Augustine
3428-93236,Pensacola,Gulf Breeze
21597-213264,Pensacola,Tiger Point
8550-74720,Hallandale Beach,Hallandale Beach
76833-98119,Hialeah Gardens,Hialeah Gardens
13642-105164,Hialeah Gardens,Hialeah Gardens
27178-154067,Hialeah Gardens,Hialeah Gardens
8868-90582,Hialeah,Hialeah
11609-104748,Hollywood,Hollywood
8278-136430,Pembroke Pines,Pembroke Pines
11251-103762,Hollywood,Hollywood
20115-185804,Hollywood,Hollywood
8339-13546,Hollywood,Hollywood
9702-95196,Homestead,Homestead
2853-91800,Melbourne,Indialantic
11717-105155,Indian Harbour Beach,Indian Harbour Beach
29666-247325,Key Largo,Islamorada
28574-249729,Orange Park,Fruit Cove
8537-52519,Atlantic Beach,Atlantic Beach
72334-5786,Jacksonville,Nassau Village-Ratliff
8425-38679,Orange Park,Fruit Cove
9460-95429,Orange Park,Fruit Cove
20079-202871,Jacksonville,Jacksonville
10501-100696,Jacksonville,Jacksonville
8467-51479,Jacksonville,Jacksonville
8574-82627,Jacksonville,Fruit Cove
70087-139384,Jacksonville,Nassau Village-Ratliff
2752-75323,Orange Park,Bellair-Meadowbrook Terrace
70020-135152,Jacksonville,Nassau Village-Ratliff
10502-100689,Jacksonville,Jacksonville
48694-254288,Jacksonville,Jacksonville
8365-19560,Jacksonville Beach,Jacksonville Beach
8468-164644,Jacksonville,Jacksonville
8399-19561,Atlantic Beach,Atlantic Beach
8983-93120,Jacksonville Beach,Jacksonville Beach
11483-104846,Jacksonville Beach,Jacksonville Beach
24133-235484,Lakeside,Bellair-Meadowbrook Terrace
8348-227744,Jacksonville,Jacksonville
21922-209124,Orange Park,Fruit Cove
8395-27707,Jacksonville,Jacksonville
75369-101180,Jacksonville Beach,Jacksonville Beach
13514-107497,Palm Valley,Fruit Cove
9585-87962,Orange Park,Fruit Cove
9697-97188,Jacksonville,Jacksonville
76726-106132,Lakeside,Bellair-Meadowbrook Terrace
76199-92544,Orange Park,Orange Park
76728-95027,Jacksonville Beach,Jacksonville Beach
8363-12119,Jacksonville,Jacksonville
8789-94812,Jacksonville Beach,Jacksonville Beach
28326-250055,Jacksonville Beach,Jacksonville Beach
76309-95261,Jacksonville Beach,Jacksonville Beach
8686-93474,Orange Park,Fruit Cove
9293-94816,Jacksonville,Jacksonville
8504-36120,Jacksonville,Jacksonville
76393-91280,Jacksonville Beach,Ponte Vedra Beach
8565-202565,Jacksonville Beach,Jacksonville Beach
19095-194425,Orange Park,Fruit Cove
28317-250023,Jensen Beach,North River Shores
22185-212165,Jensen Beach,North River Shores
22266-215484,Jupiter,Jupiter
13565-104511,Jupiter,Jupiter
8465-37799,Jupiter,Jupiter
9876-97025,Jupiter,Limestone Creek
10358-98225,The Crossings,The Crossings
9334-95735,Key Biscayne,Key Biscayne
10442-100255,Key Largo,Key Largo
24533-160468,Key West,Key West
22270-217884,Key West,Key West
47488-234024,Key West,Stock Island
75616-82491,Key West,Key West
70344-139287,Doctor Phillips,Citrus Ridge
11039-103522,Kissimmee,Kissimmee
23760-222925,Kissimmee,Hunters Creek
13566-249307,Doctor Phillips,Celebration
76249-95028,Kissimmee,Hunters Creek
76436-96594,Lady Lake,Lady Lake
10063-99659,Lady Lake,The Villages
26456-222744,Doctor Phillips,Citrus Ridge
19455-193146,Doctor Phillips,Bay Hill
21797-215384,Doctor Phillips,Celebration
19775-193145,Doctor Phillips,Celebration
19997-178306,Doctor Phillips,Celebration
11996-105613,Lake City,Lake City
26675-244912,Lake Mary,Heathrow
8269-240786,Lake Mary,Heathrow
76400-93189,North Palm Beach,North Palm Beach
10153-99276,Lake Worth,Lake Worth
9494-244905,Lakeland,Gibsonia
3427-93471,Lakeland,Lakeland
11786-104964,Lakeland,Gibsonia
2965-87260,Winston,Medulla
10064-98750,Lakeland Highlands,Medulla
76143-89130,Lakeland,Gibsonia
8865-94499,Lutz,Land O' Lakes
2911-90584,Largo,Largo
11252-195525,Largo,Largo
47112-254209,Largo,Largo
13687-107579,Largo,Indian Rocks Beach
8505-202285,Tamarac,Tamarac
8264-1465,Wekiva Springs,Wekiwa Springs
25767-134065,Lutz,Pebble Creek
76806-98391,Lutz,Lutz
14611-121465,Lynn Haven,Lynn Haven
13607-107499,Lakeside,Macclenny
2754-82620,Maitland,Maitland
8570-224168,Naples,Marco
9977-243805,Margate,Margate
10503-99771,Fort Walton Beach,Mary Esther
76540-99838,Wright,Mary Esther
14075-108596,Indian Harbour Beach,Indian Harbour Beach
11398-105367,West Melbourne,West Melbourne
11484-103540,South Patrick Shores,South Patrick Shores
2963-91809,South Patrick Shores,South Patrick Shores
76214-89126,West Melbourne,June Park
76950-128680,Cocoa,Cocoa
19871-201505,Rockledge,Rockledge
16954-169424,Westchester,Westchester
72483-16199,Miami Springs,Miami Springs
8446-49399,Palmetto Estates,Palmetto Bay
78026-108542,Miami Beach,Miami Beach
76359-95260,South Miami,South Miami
70006-120032,Miami Springs,West Miami
8227-994,Kendall,Kendall
75909-101176,Miami Springs,West Miami
16298-168844,Miami Springs,Brownsville
75787-153144,Miami Springs,West Miami
24531-229124,Olympia Heights,Westwood Lake
8273-838,South Miami,South Miami
13238-103927,The Hammocks,The Hammocks
19899-197804,Golden Glades,Golden Glades
9699-98045,The Crossings,The Crossings
23496-214385,Sweetwater,Fountainebleau
8323-3056,Miami,Miami
28862-237079,Sweetwater,Sweetwater
24674-238611,Miami Springs,Brownsville
75866-100757,Miami,Miami
75443-79685,Sweetwater,Sweetwater
23053-170652,Miami,Miami
28668-250140,Sweetwater,Sweetwater
8506-62200,Miami,Miami
8294-3058,Miami,Miami
11485-102045,The Crossings,Country Walk
8548-69641,Palmetto Estates,Palmetto Bay
11749-104894,Sunset,Sunset
9394-95731,Tamiami,Tamiami
76617-99487,The Hammocks,Kendall West
22267-121004,Coral Terrace,Coral Terrace
8507-211604,Miami Shores,El Portal
76618-99489,Kendall,Kendall
8296-2321,Westchester,Westchester
17010-136621,Miami,Miami
17086-169744,Ives Estates,Ives Estates
8306-5464,Sweetwater,Doral
19197-137144,Miami,Allapattah
13824-104866,Miami,Allapattah
13940-107642,Coral Terrace,West Miami
10901-102594,Kendale Lakes,Kendall West
20628-195824,Miami Shores,Miami Shores
8267-1604,Glenvar Heights,Glenvar Heights
8520-64961,Kendall,Kendall
17121-177164,Miami Springs,Brownsville
8238-998,South Miami,South Miami
47494-250731,Miami,Miami
8866-95192,Miami Lakes,Miami Lakes
21306-157131,Sweetwater,Sweetwater
8419-1671,Sweetwater,Sweetwater
19579-196225,Sweetwater,Sweetwater
76722-98118,Miami,Allapattah
75786-96371,Coral Gables,West Miami
29828-247324,Miami,Miami
8499-61300,Miami,Miami
28579-249825,Richmond Heights,Palmetto Bay
13736-107277,Coral Gables,Coral Gables
21216-183784,Miami Beach,Miami Beach
8543-54279,Miami Beach,Miami Beach
75553-64359,Miami Beach,Miami Beach
8557-72544,Miami Beach,Miami Beach
8242-629,Miami Beach,Miami Beach
10869-101766,Miami Beach,Miami Beach
76450-97602,North Miami Beach,North Miami Beach
13007-96665,Miami Beach,Miami Beach
8251-1325,Miami Beach,Miami Beach
76889-97603,Country Club,Country Club
8647-93470,Miami Lakes,Miami Lakes
7964-95191,Miami Shores,Miami Shores
11715-104770,Miami Springs,Miami Springs
14678-115065,Country Club,Country Club
76114-79325,Country Club,Palm Springs North
8648-203906,Country Club,Palm Springs North
20846-195124,Destin,Miramar Beach
20007-192495,Mount Dora,Mount Dora
76488-97105,Mount Dora,Mount Dora
8519-182087,Naples Park,Naples Park
26924-237046,Golden Gate,Lely Resort
8454-44639,Naples,Naples
9700-94110,Naples Park,Pine Ridge
8481-61280,Naples,Naples
10726-102459,Naples,Naples
26974-239031,Golden Gate,Vineyards
9829-97916,Naples Park,Pine Ridge
9694-233146,Golden Gate,Golden Gate
10360-100614,Golden Gate,Vineyards
11042-103946,Naples,Naples
76216-90901,Naples Park,Pine Ridge
28450-250004,Naples Park,Pine Ridge
8400-28787,Bonita Springs,Bonita Springs
10359-97022,Naples Park,Pine Ridge
76768-101464,Naples Park,Vineyards
75388-103765,Warrington,Warrington
13429-106387,Atlantic Beach,Neptune Beach
14599-124265,New Port Richey,New Port Richey East
76270-95751,Elfers,Trinity
13368-106958,New Port Richey,New Port Richey
10590-97195,Gainesville,Alachua
23389-148984,North Miami Beach,Bal Harbour
8430-27708,North Miami,Biscayne Park
22269-215485,North Port,North Port
47122-254208,North Andrews Gardens,North Andrews Gardens
76513-89103,Ocala,Ocala
8564-82624,Ocala,Ocala
22186-212166,Ocala,Ocala
13516-104847,Ocala,Ocala
11997-254245,Ocala,Ocala
8597-87264,Ocoee,Gotha
11115-100850,Lutz,Odessa
8561-69643,Oldsmar,Saint George
76218-89124,Deltona,Orange City
25467-239191,Deltona,Deltona
9698-97192,Lakeside,Lakeside
17891-175724,Lakeside,Lakeside
8372-19559,Lakeside,Lakeside
13643-107651,Doctor Phillips,Celebration
8369-17074,Doctor Phillips,Williamsburg
11400-105413,Orlando,Orlando
11906-105108,Oak Ridge,Tangelo Park
8247-1242,Oak Ridge,Tangelo Park
20281-150104,University Park,Alafaya
72332-5866,Pine Castle,Taft
11401-105410,Oak Ridge,Sky Lake
19324-188524,Oak Ridge,Tangelo Park
28314-250008,Oak Ridge,Oak Ridge
11402-105390,Oak Ridge,Oak Ridge
13942-107984,Oak Ridge,Tangelo Park
28571-249733,Oak Ridge,Sky Lake
22894-212350,Oak Ridge,Tangelo Park
72333-84984,Pine Castle,Taft
24718-227731,Conway,Buenaventura Lakes
75951-77281,Doctor Phillips,Williamsburg
76945-136622,Orlando,Orlando
75661-92421,Pine Castle,Taft
16059-164885,Orlando,Orlando
14133-111893,University Park,Bithlo
9459-94139,Orlando,Orlando
8389-17094,University Park,Alafaya
14254-113074,Oak Ridge,Sky Lake
8337-13261,Pine Hills,Orlovista
8375-13260,Orlando,Holden Heights
75570-71581,Oak Ridge,Williamsburg
8556-53219,Oak Ridge,Oak Ridge
8627-94107,University Park,Alafaya
8401-25227,Fairview Shores,Fairview Shores
19811-116532,Doctor Phillips,Tangelo Park
76102-78190,Oak Ridge,Oak Ridge
70305-133905,Pine Castle,Taft
11706-105396,Doctor Phillips,Doctor Phillips
8263-1243,Doctor Phillips,Doctor Phillips
21609-196364,Doctor Phillips,Doctor Phillips
8366-17075,Kissimmee,Hunters Creek
22048-194450,Doctor Phillips,Tangelo Park
75812-96091,Oak Ridge,Tangelo Park
78029-116531,Doctor Phillips,Tangelo Park
21729-196765,Doctor Phillips,Williamsburg
9875-95431,Conway,Conway
8404-7048,Orlando,Orlando
72643-32301,Kissimmee,Hunters Creek
72165-11618,University Park,Alafaya
23471-216524,Azalea Park,Azalea Park
72466-10319,Doctor Phillips,Celebration
8466-41219,Ormond Beach,Ormond Beach
13943-109627,Ormond Beach,Ormond Beach
23308-222924,Goldenrod,Goldenrod
76217-89125,Oviedo,Oviedo
26676-244911,Oviedo,Oviedo
76804-108134,Ferry Pass,Pace
9978-96506,West Melbourne,West Melbourne
11613-104895,Palm Beach,Palm Beach
8282-1898,Palm Beach Gardens,Palm Beach Gardens
11253-102742,North Palm Beach,North Palm Beach
2910-91463,North Palm Beach,North Palm Beach
8274-1165,North Palm Beach,North Palm Beach
2894-87003,North Palm Beach,Juno Beach
28599-249843,North Palm Beach,North Palm Beach
9828-98276,Palm Beach Gardens,Palm Beach Gardens
24719-215365,Palm City,Palm City
76873-122706,Palm Coast,Bunnell
10728-97680,Palm Coast,Palm Coast
11682-104303,Palm Harbor,Saint George
20077-202885,Oldsmar,Saint George
8335-211464,East Lake,East Lake
11905-104747,Cutler,Cutler
8732-83810,Panama City,Hiland Park
76701-104529,Panama City,Laguna Beach
11718-102442,Panama City,Laguna Beach
75946-100144,Panama City,Panama City Beach
8357-10800,Sandalfoot Cove,Parkland
76219-93184,Cooper City,Sunshine Ranches
11345-101764,Country Club,Sunshine Ranches
13828-108023,Miramar,Miramar
11614-103834,Cooper City,Sunshine Ranches
8436-19163,Cooper City,Sunshine Ranches
11344-104461,Country Club,Sunshine Ranches
8542-71640,Brent,Brent
70333-138008,Myrtle Grove,Myrtle Grove
75399-103763,Warrington,Warrington
13466-106745,Ferry Pass,Ferry Pass
11043-91782,Brent,Brent
25842-238006,Ferry Pass,Ferry Pass
13876-108432,Ensley,Ensley
11615-104850,Brent,Brent
18179-182665,Ferry Pass,Ferry Pass
8392-164645,Kendall,Pinecrest
8470-23232,Kendall,Kendall
9696-97190,Pinellas Park,Lealman
29342-252905,Pinellas Park,Kenneth City
76448-97114,Pinellas Park,Lealman
11254-103276,Plant City,Plant City
